institution,accessionNumber,title,rawMedium
Centre national des arts plastiques,FNAC PFH-4878 (60),Exposition Universelle de Liège/Les Dentellières au Palais de la Femme-La section chinoise/N. Dorville,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (66),Exposition Universelle de Liège/Pavillons dans les jardins/Maurice Feuillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (37),Le Feu d'artifice au Bois de la Cambre/15 août,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (73),Exposition Universelle de Liège/Exotiques/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (34),Anvers-Arrivée du Cortège à la Grand-Place,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (17),Bruxelles 16 juillet-Collège Echevinal,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (15),9 juillet-Fête Militaire à Namur/(Entrée de Maximilien-Emmanuel dans sa bonne ville),Estampe
Centre national des arts plastiques,FNAC PFH-4878 (24),Fête patriotique à la Place Polaert/Bruxelles 21 juillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (19),19 juillet - Ouverture de l'exposition d'art ancien Bruxellois/au centre artistique-Le comité attend le Roi,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (64),Exposition Universelle de Liège/Maurice Feuillet/Pont Mativa et Palais de l'Alimentation/Pagode chinoise/Palais des Beaux-Arts/Pavillon de la Bulgarie,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (30),Le Cortège Historique-En selle,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (69),Exposition Universelle de Liège/Maurice Feuillet/Arènes Liégeoises/Vieux Liège/Vieux Liège/Palais de l'Art Ancien,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (28),Le Cortège Historique/La Toilette de l'Electricité-Dames de la Cour de Bourgogne,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (70),"Exposition Universelle de Liège/N. Dorville/Neuf Commissaires généraux et Conférence de M. Tamin, resteur de l'Université de Bordeaux",Estampe
Centre national des arts plastiques,FNAC PFH-4878 (23),Tournoi de chevalerie-La Mêlée/20 juillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (26),Le 75e Anniversaire dans la West-Flandres,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (44),1830-1905,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (20),Le Colonel de Witte - Nettoyage des armes,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (13),Bruxelles 2 juillet - Revue des Gardes,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (52),Exposition Universelle de Liège/Le Comité exécutif/N.Dorville,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (25),Banquet des Bourgmestres/Bruxelles 21 juillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (39),Inauguration de l'Arcade,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (67),Exposition Universelle de Liège/L'Exposition la Nuit/Maurice Feuillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (5),Chez le Roi,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (33),Le Roi en province,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (9),Construction de l'Arcade (Palais du Cinquantenaire),Estampe
Centre national des arts plastiques,FNAC PFH-4878 (14),Pose de la première pierre d'un institut colonial à Tervueren/2 juillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (6),Barons Constant et Auguste Goffinet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (71),Exposition Universelle de Liège/Illuminations dans le parc de la Boverie/Maurice Feuillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (2),Le Roi descend de voiture,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (78),Exposition Universelle de Liège/Le Pont de Fragnée/EM. Dupuis,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (38),Les Trois Glorieuses-Le Parc-La Place des Martyrs,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (4),La Leçon de musique,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (43),Le Roi-M. Warocqué-ME SAM Wunier,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (72),Exposition Universelle de Liège/Les Ministres Français/N. Dorville,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (53),Exposition Universelle de Liège/Renouard et Dorville,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (27),M. Alfred Mabille-M. Cuveliers/Les auteurs du Cortège Historique et des Tournois,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (74),Exposition Universelle de Liège/Les Bottresses au Vieux-Liège/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (75),Exposition Universelle de Liège/Après le Banquet de Cointe les Ouvriers défilent devant la statue de Gramme/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (36),Anvers-Le Roi à la Bourse,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (50),Exposition Universelle de Liège/Inauguration officielle par le Roi/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (12),Docteur Rommelaere et M. Solvay,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (58),Exposition Universelle de Liège/Le Roi au stand Cockerill/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC 10-475,Gravure inédite sur l'hébétude moderne n°6,Impression d'après plaque polymère sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 10-420,La grande ville de cauchemar n'est pas la seule,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-620,Chacun est une déception totale,Impression numérique sur polyester
Centre national des arts plastiques,FNAC 10-419,Car tous les corps sont dans un flux perpétuel comme des rivières !,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-423,Les gens qui habitent une région n'occupent pas le territoire avec une intensité égale partout,Impression numérique sur papier de couleur
Centre national des arts plastiques,FNAC 10-426,Frise verte,Impression laser en couleur sur papier 80 gr
Centre national des arts plastiques,FNAC 10-697,Mauvais arbre,Tirage numérique sur papier
Centre national des arts plastiques,FNAC 10-521,Scratch Overlay #1,Gravure sur plastique en couleur sur papier vélin d'Arches 400g
Centre national des arts plastiques,FNAC 10-424,Today Traffic Supplants Everything.,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-416 (1et2),Généralement le centre est plus densément habité que la périphérie,Impression numérique sur papier mat
Centre national des arts plastiques,FNAC 10-530,"Black Noise 12in, (record)",Tirage à l'encre noire d'après vinyle sur papier vélin Arches
Centre national des arts plastiques,FNAC 10-418 (2),"La circulation est toujours difficile, et encore plus difficile si tous ces gens doivent se déplacer aux mêmes heures",Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-421,Je juge donc que si l'animal...,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-457,Sans titre (Paula Cooper Catalogue),"Acrylique sur papier Hahnemule embossé, couverture cartonnée"
Centre national des arts plastiques,FNAC 10-539,Filed Statement,Gravure d'après matrice magnésium sur papier vélin
Centre national des arts plastiques,FNAC 10-531,"Black Noise 10in, (record)",Tirage à l'encre noire d'après vinyle sur papier vélin Arches
Centre national des arts plastiques,FNAC 10-839 (1à4),Geological Scale,Impression numérique jet d'encre sur papier Hahnemühle Fine Art contrecollé sur aluminium
Centre national des arts plastiques,FNAC 10-487 (1 et 2),Véritable vie de chien de France,"Gravure sur plomb tirée sur papier moulin du gué 350 g, et contre-épreuve sur papier moulin du gué 350 g"
Centre national des arts plastiques,FNAC 10-415,Each of us meets in large city only as many people as live in a village : the rest are strangers,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-538 (1 et 2),Carré sans queue ni tête,Gravure sur plomb sur papier vélin d'Arches
Centre national des arts plastiques,"FNAC 2386, FNAC 7826",Beethoven,Xylogravure en couleur sur papier Japon
Centre national des arts plastiques,FNAC 2123,Tête de femme,Gravure en noir
Centre national des arts plastiques,FNAC 24959,La Seine,
Centre national des arts plastiques,FNAC 25004,Sapins,
Centre national des arts plastiques,FNAC 25002,Paysage avec vaches,
Centre national des arts plastiques,FNAC 25215,Elle 2,
Centre national des arts plastiques,FNAC 25003,Nu couché,estampe
Centre national des arts plastiques,FNAC 25035,Soir de janvier,Gravure
Centre national des arts plastiques,FNAC 25323,Le nid,Gravure en noir sur papier (japon ?)
Centre national des arts plastiques,FNAC PFH-4878 (21),Tournoi de chevalerie-Charolais sous la tente/20 juillet,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (41),Mons-Le Congrès d'Expansion Mondiale,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (32),Le Cortège Historique-période autrichienne,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (40),Mons-Le Congrès d'Expansion Mondiale,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (10),Etat-Major de la garde civique au concours de tir/et Match international/le 11 juin à Bruxelles,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (3),SAR La Princesse Elisabeth/SAR La Princesse Clémentine,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (79),Exposition Universelle de Liège/La Dernière ronde/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (61),Exposition Universelle de Liège/La Compagnie royale des anciens arquebusiers de Visé/N. Dorville,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (46),Exposition Universelle de Liège/Frontispice/par/Emile Berchmans,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (76),Exposition Universelle de Liège/Distributions des récompenses/Discours du Commissaire Général/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (42),Mons-Le Congrès d'Expansion Mondiale,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (56),Exposition Universelle de Liège/Trente mille personnes dans la plaine des Aguesses/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (77),Exposition Universelle de Liège/Distributions des récompenses/Le Banquet/Paul Renouard,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (11),Inauguration de l'Institut Rommelaere/le 18 juin à Gand,Estampe
Centre national des arts plastiques,FNAC PFH-4878 (31),Les Neuf provinces invitent l'Electricité à se désaltérer,Estampe
Centre national des arts plastiques,FNAC 10-675 (1 et 2),Emprunt 3,Gravure sur inox brossé tirée sur 2 feuilles de papier Moulin du Gué 300 g
Centre national des arts plastiques,FNAC 10-679 (1 et 2),Emprunt 9,Gravure sur inox brossé tirée sur 2 feuilles de papier Moulin du Gué 300 g
Centre national des arts plastiques,FNAC 03-758,"Constitution d'un tableau : 27 esquisses perceptives - Gravures, 1963-1968, 1990",Gravure sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 25001,L'Escaut,
Centre national des arts plastiques,FNAC 25216,Le suaire,Gravure en couleur
Centre national des arts plastiques,FNAC 29987,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 29809,Acklin,Estampe en couleur sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 29931,Désert inconnu,Estampe sur papier
Centre national des arts plastiques,FNAC 19118,L'hiver à Ermenonville,
Centre national des arts plastiques,FNAC 29960,Works N° 1963-8,Estampe sur papier texturé
Centre national des arts plastiques,FNAC 2012-292,(Sans titre),Empreinte sur papier BFK Rives 400 g d'après une plaque de plexiglas sculptée et encrée
Centre national des arts plastiques,FNAC 91580 (1 à 12),Sténopés Rome - Vue générale La Basilique Saint-Pierre - Vue générale L'église Saint-Sébastien - Vue d'ensemble Le cimetière de Campo Verano - Vue d'ensemble L'église Saint-Pierre - Vue de la façade L'église Sainte-Cécile - Vue de la façade La place des Massimi - Vue de la ruine La place du Champ-de-Mars - Vue de la ruine Les thermes de Caracalla - Vue du Caldarium L'église Saint-Laurent - Vue de l'escalier La rue de la Spada d'Orlando - Vue de la fontaine L'église Saint-Laurent - Vue du grill,Fac-similés sur papier BFK Rives
Centre national des arts plastiques,FNAC 32427 (2),(Sans titre),
Centre national des arts plastiques,FNAC 31162 (2),Tamara,Estampage sur papier
Centre national des arts plastiques,FNAC 32427 (3),(Sans titre),
Centre national des arts plastiques,FNAC 32427 (1),(Sans titre),
Centre national des arts plastiques,FNAC 99531,Thank you,Impression offset sur papier repiqué en rouge
Centre national des arts plastiques,FNAC 99538,(Sans titre),Impression offset sur papier
Centre national des arts plastiques,FNAC 96467,Broken off / Abgebrochen,Linotype sur papier
Centre national des arts plastiques,FNAC 96700 (25),(Sans titre),Impression couleur (collotypie) sur papier BFK Rives
Centre national des arts plastiques,FNAC 02-1435,Sans titre,Tirage couleur (rouge) sur papier
Centre national des arts plastiques,FNAC 02-1439,Monotypie (Triangle),"Gravure, tirage en couleur sur papier"
Centre national des arts plastiques,FNAC 02-1421,Hommage à Ken Saro-Wiwa,
Centre national des arts plastiques,FNAC 02-1437,Sans titre,Tirage couleur (bleu) sur papier
Centre national des arts plastiques,FNAC 02-1438,Monotypie (Carré),"Gravure, tirage en couleur sur papier"
Centre national des arts plastiques,FNAC 02-1436,Sans titre,Tirage sur papier (noir)
Centre national des arts plastiques,FNAC 02-1442,Monotypie (Cercle),"Gravure, tirage en couleur sur papier"
Centre national des arts plastiques,FNAC 02-1358,Sans titre,
Centre national des arts plastiques,FNAC 15726 (2),Paysage de Beauce,
Centre national des arts plastiques,FNAC 10-422,C'est l'image d'un monde,Impression numérique en couleur sur papier mat
Centre national des arts plastiques,FNAC 10-425,Frise noire,Impression laser sur papier 80gr
Centre national des arts plastiques,FNAC 10-456,16 Paintings 1991-1996,"Crayon et acrylique sur papier embossé, couverture cartonnée, dos cousu"
Centre national des arts plastiques,FNAC 10-417,La grande ville composée de villages urbains,Impression numérique sur papier de couleur
Centre national des arts plastiques,FNAC 10-484 (1 à 4),Schwarzkopf,Taille d'épargne sur papier Moulin du Gué
Centre national des arts plastiques,FNAC 10-723,149 trapèzes penchés à droite,Gravure sur plaque de polymère imprimée sur papier vélin d'Arches 300 g
Centre national des arts plastiques,FNAC 10-761 (3),Snowi journal,Impression offset sur papier satiné
Centre national des arts plastiques,FNAC 2012-002,"Etude pour une estampe ""Sans titre""",Fusain sur papier
Centre national des arts plastiques,FNAC 2012-001,"Etude pour une estampe ""Colère""",Fusain et crayon de couleur sur papier gris
Centre national des arts plastiques,FNAC 22083,Ferme au Pouldu,Gravure
Centre national des arts plastiques,FNAC 22379,Le Cirque,Aquarelle et gouache sur papier Electric d'Arches
Centre national des arts plastiques,FNAC 34075 (3),Sans titre,Gouache et crayon graphite sur papier
Centre national des arts plastiques,FNAC 89274 (1),(Sans titre),Gravure au carborundum sur papier
Centre national des arts plastiques,FNAC 10-103,Fenster,Impression offset sur papier
Centre national des arts plastiques,FNAC 10-698,Dompter des démons en Amérique,Epreuve numérique à jet d'encre sur papier RC contrecollée sur aluminium
Centre national des arts plastiques,FNAC 10-737 (1),Erratum,Impression à jet d'encre sur papier Vélin d'Arches 400 g
Centre national des arts plastiques,FNAC 10-102,Börsenbericht,Impression sérigraphique sur carte
Centre national des arts plastiques,FNAC 10-674 (1 et 2),Emprunt 2,Gravure sur inox brossé tirée sur 2 feuilles de papier Moulin du Gué 300 g
